"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051099","positive regulation of binding","10/821","49/18860",0.204081632653061,4.68816028238336,5.5147593345005,4.05778815214812e-05,0.00138905733556143,0.00120093196264948,"RPL11/STMN1/HES1/RARA/GTF2B/CEBPG/MED25/TXN/GATA3/DPH3",10
"GO:0042307","positive regulation of protein import into nucleus","9/821","40/18860",0.225,5.16869671132765,5.63047669637195,4.35126102380465e-05,0.00147880266737073,0.00127852273929285,"BAG3/HSP90AA1/RAN/ZC3H12A/TRIM28/TGFB1/TARDBP/ZPR1/RBM22",9
"GO:0048545","response to steroid hormone","32/821","343/18860",0.0932944606413994,2.14315898623239,4.55819668456574,4.43022175666569e-05,0.00149488339846348,0.00129242559517766,"HSPA1A/ZFP36/HSPA1B/FKBP4/ANXA1/HSPA8/JUND/RAN/PMEPA1/ZFP36L1/SGK1/FOSB/TAF7/PER1/TNF/KRAS/CREBRF/FBXO32/DDIT4/DUSP1/TGFB1/ATP1A1/PDCD7/SAFB2/JUN/YWHAH/HDAC2/SIRT1/SERPINF1/CASP3/FOS/AXIN2",32
"GO:0072655","establishment of protein localization to mitochondrion","17/821","129/18860",0.131782945736434,3.02731590327545,4.92901886065219,4.4826712015987e-05,0.00150185381250725,0.00129845197926114,"DNAJA1/HSPD1/BAG3/HSP90AA1/HSPA4/DDIT3/BBC3/MTCH1/UBE2D3/GRPEL1/TIMM17A/TIMM10/TOMM22/TIMM23/TMEM126A/DNLZ/TIMM10B",17
"GO:1903311","regulation of mRNA metabolic process","37/821","423/18860",0.0874704491725768,2.00936987989622,4.47919610055056,4.68010444492008e-05,0.00155695868998609,0.00134609379142253,"ZFP36/SRSF2/SAP18/EIF4A3/ZC3H12A/RBM8A/RBM4/JMJD6/ZFP36L1/YBX3/NPM1/RBM14/HNRNPAB/SRSF7/YBX1/MAGOH/WTAP/ARID5A/SON/LSM1/SRSF10/HNRNPA0/PRDX6/TRA2B/FXR1/RBM42/VIM/TARDBP/RBM7/DCP1A/YTHDF2/PTBP1/SAFB2/ALKBH5/CDK11A/PRMT5/AXIN2",37
"GO:0007004","telomere maintenance via telomerase","11/821","60/18860",0.183333333333333,4.21153065367438,5.31536939830891,4.83160400212179e-05,0.0015961186927289,0.00137995020450736,"TCP1/HSP90AA1/HSP90AB1/PTGES3/CCT4/CCT2/NOP10/CCT3/CCT6A/CCT5/NAF1",11
"GO:0030330","DNA damage response, signal transduction by p53 class mediator","13/821","82/18860",0.158536585365854,3.64190012180268,5.11473730710937,5.06835992137055e-05,0.00165123670817617,0.00142760337531163,"RPL26/CDKN1A/BCL3/PLK3/SOX4/NPM1/PMAIP1/COPS3/BATF/PPM1D/PSMD10/TRIAP1/SIRT1",13
"GO:0046637","regulation of alpha-beta T cell differentiation","13/821","82/18860",0.158536585365854,3.64190012180268,5.11473730710937,5.06835992137055e-05,0.00165123670817617,0.00142760337531163,"ANXA1/BRD2/SMAD7/PNP/ZC3H12A/CD83/RARA/CD69/IRF4/NFKBID/IL23A/BATF/GATA3",13
"GO:0030150","protein import into mitochondrial matrix","7/821","24/18860",0.291666666666667,6.70016240357288,5.96105582307432,5.21460341313872e-05,0.00167827141530834,0.00145097666816622,"HSP90AA1/HSPA4/GRPEL1/TIMM17A/TOMM22/TIMM23/DNLZ",7
"GO:0051236","establishment of RNA localization","20/821","170/18860",0.117647058823529,2.70258651572688,4.75722485254199,5.22239411622198e-05,0.00167827141530834,0.00145097666816622,"ZFP36/MRPL18/EIF4A3/RAN/G3BP2/RBM8A/ZFP36L1/NXF1/NXT1/SRSF7/YBX1/MAGOH/ENY2/DDX39A/SLBP/RTRAF/ALYREF/FXR1/RAE1/ALKBH5",20
