"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type"
0.017023084874316,-0.476931641662201,0.165,0.174,1,"DOK1","CD14 Mono"
0.0172870885589505,-0.380897202464421,0.125,0.138,1,"PIGS","CD14 Mono"
0.0175311665440894,-0.329753359186806,0.231,0.24,1,"RRAS","CD14 Mono"
0.0175438717245662,-0.517675714019277,0.111,0.121,1,"CSRP1","CD14 Mono"
0.0176068363800286,-0.561214510292917,0.139,0.15,1,"MPP7","CD14 Mono"
0.0179332151239059,-0.355389751054688,0.114,0.125,1,"BTBD2","CD14 Mono"
0.0181778100783677,-0.41863995163108,0.186,0.196,1,"PSMB8-AS1","CD14 Mono"
0.0183811425575933,-0.323227194186362,0.118,0.13,1,"TBC1D9B","CD14 Mono"
0.0183812730419447,-0.445305554179765,0.099,0.11,1,"NUP42","CD14 Mono"
0.0188306271196694,-0.379725831299024,0.204,0.214,1,"RBL2","CD14 Mono"
0.0189022678018343,-0.385890584052435,0.107,0.119,1,"AEBP2","CD14 Mono"
0.0190285229684633,-0.332963841475865,0.188,0.2,1,"RBM23","CD14 Mono"
0.019184019304921,-0.269482346271782,0.172,0.185,1,"STX5","CD14 Mono"
0.0193832471069583,-0.26365925556875,0.499,0.486,1,"ANP32A","CD14 Mono"
0.0193839184506989,-0.299195507250047,0.29,0.298,1,"CHP1","CD14 Mono"
0.0196457237549799,-0.480901245800326,0.096,0.108,1,"CHMP6","CD14 Mono"
0.0197461130086285,-0.747053083828178,0.161,0.168,1,"UBE2E2","CD14 Mono"
0.0198075464804216,-0.477331759481837,0.125,0.136,1,"ARL11","CD14 Mono"
0.019855342596886,-0.332380395667579,0.159,0.169,1,"CTCF","CD14 Mono"
0.020342325644733,-0.319346497282829,0.297,0.3,1,"NORAD","CD14 Mono"
0.0206958649523711,-0.297500710345106,0.328,0.33,1,"CLTB","CD14 Mono"
0.02077728335328,-0.610840539558462,0.1,0.11,1,"TMEM203","CD14 Mono"
0.0207924699448397,-0.309109848299904,0.235,0.243,1,"IL16","CD14 Mono"
0.0208253007598727,-0.3999034027683,0.11,0.121,1,"RANBP9","CD14 Mono"
0.0209355355164912,-0.329817242511195,0.174,0.185,1,"RHOC","CD14 Mono"
0.0209882287046183,-0.312319502595905,0.156,0.167,1,"CLPTM1L","CD14 Mono"
0.0211827494594382,-0.316864861428389,0.091,0.102,1,"ELK4","CD14 Mono"
0.0212066662087876,-0.390897916903969,0.124,0.136,1,"RAP1GDS1","CD14 Mono"
0.0215593152866656,-0.295262164017584,0.312,0.314,1,"ILK","CD14 Mono"
0.0216312758363385,0.29795329373137,0.15,0.135,1,"SLC49A4","CD14 Mono"
0.0216633608314805,-0.284460456280393,0.11,0.123,1,"RMDN1","CD14 Mono"
0.0223483356852741,-0.314062573504404,0.09,0.101,1,"ATF2","CD14 Mono"
0.0230640075137507,0.327133533289654,0.146,0.132,1,"ZCWPW2","CD14 Mono"
0.0230664432346191,-0.450977821628635,0.159,0.169,1,"ZDHHC12","CD14 Mono"
0.0238084241089877,-0.293517742685443,0.122,0.133,1,"TBC1D2B","CD14 Mono"
0.0246320815349616,-0.338352438148356,0.095,0.106,1,"FAM217B","CD14 Mono"
0.0252683869126278,-0.346786116198445,0.285,0.287,1,"RAB1A","CD14 Mono"
0.0262654909573269,0.25829680342934,0.172,0.156,1,"POR","CD14 Mono"
0.026469374287228,-0.42487433772553,0.113,0.124,1,"TK2","CD14 Mono"
0.026544249000266,0.600956619672366,0.196,0.179,1,"TOB1","CD14 Mono"
0.026719743815525,-0.512815199877073,0.092,0.102,1,"PLB1","CD14 Mono"
0.0267608082829524,-0.301879763614218,0.183,0.193,1,"OXR1","CD14 Mono"
0.0271069707954044,-0.294767000007061,0.124,0.135,1,"CSNK2A2","CD14 Mono"
0.027471045885395,-0.523027848842807,0.092,0.102,1,"EPS15L1","CD14 Mono"
0.027604080263087,-0.299725815204261,0.266,0.27,1,"SDF4","CD14 Mono"
0.0276241842718638,-0.465408285353047,0.147,0.158,1,"LMNB1","CD14 Mono"
0.0276991843690345,-0.428497504315678,0.149,0.159,1,"SNN","CD14 Mono"
0.027702598885121,-0.280999784078583,0.089,0.1,1,"FBH1","CD14 Mono"
0.0278393523429193,-0.373830679075196,0.188,0.198,1,"ANKRD13A","CD14 Mono"
0.0278696302620388,-0.309074847576263,0.09,0.101,1,"UFL1","CD14 Mono"
0.0281980024765616,-0.26539514259429,0.323,0.322,1,"CTSA","CD14 Mono"
0.0288073804397028,-0.428809006247464,0.093,0.104,1,"UBXN2B","CD14 Mono"
0.0288233467405047,-0.295896813673807,0.091,0.101,1,"DTX2","CD14 Mono"
0.0288793815797862,-0.456847880176061,0.196,0.202,1,"FAM110A","CD14 Mono"
0.0296618175976862,-0.378052524403549,0.109,0.12,1,"CACNA2D3","CD14 Mono"
0.0299351694260765,-0.277828169285866,0.09,0.1,1,"EPSTI1","CD14 Mono"
0.0306762672779901,-0.277668279029666,0.124,0.135,1,"GGA3","CD14 Mono"
0.0307492572743599,-0.322141127741376,0.235,0.241,1,"TBC1D10C","CD14 Mono"
0.030829926543665,0.370421555239725,0.297,0.275,1,"PPP1R10","CD14 Mono"
0.0311378832830751,0.381714945855695,0.126,0.114,1,"SLC9A1","CD14 Mono"
0.0312475379212375,-0.299892418524246,0.159,0.168,1,"MAD2L2","CD14 Mono"
0.0314510972420447,-0.470421338503414,0.166,0.175,1,"RNF135","CD14 Mono"
0.0321150694706489,-0.327185649653057,0.189,0.199,1,"CACUL1","CD14 Mono"
0.032735939842913,-0.313514915677182,0.091,0.101,1,"FBXL3","CD14 Mono"
0.0327695062933266,-0.356203026082096,0.278,0.28,1,"STAG2","CD14 Mono"
0.0339323241275816,-0.28901092865154,0.175,0.185,1,"RHOT1","CD14 Mono"
0.033995149173677,-0.420326308909884,0.195,0.203,1,"SERINC3","CD14 Mono"
0.0340335062666593,-0.435116208560616,0.202,0.209,1,"NRBF2","CD14 Mono"
0.0345095487720055,-0.298082916748201,0.1,0.11,1,"CXorf21","CD14 Mono"
0.0346903245096134,-0.300109527642859,0.109,0.12,1,"ERVK3-1","CD14 Mono"
0.0356004511373347,-0.320608250903216,0.251,0.254,1,"JAK2","CD14 Mono"
0.0358376734265712,-0.273539085948664,0.128,0.138,1,"NMT1","CD14 Mono"
0.0358544703894623,-0.317457268178418,0.12,0.131,1,"GNPTAB","CD14 Mono"
0.0361389486884281,0.331399897266922,0.126,0.113,1,"ASPSCR1","CD14 Mono"
0.0361481374997954,-0.361986826454485,0.231,0.238,1,"YIPF3","CD14 Mono"
0.0364100017666239,-0.375261309368783,0.15,0.16,1,"CD58","CD14 Mono"
0.0366668647124303,-0.337451820350707,0.473,0.446,1,"TBXAS1","CD14 Mono"
0.036706644892424,-0.391452497288403,0.174,0.184,1,"LMBRD1","CD14 Mono"
0.0368722997229181,-0.367871188791686,0.17,0.178,1,"TMEM8A","CD14 Mono"
0.0382381571710939,-0.278938657020911,0.143,0.153,1,"DNAJC13","CD14 Mono"
0.0386609815112641,-0.264811333714791,0.262,0.27,1,"MKRN1","CD14 Mono"
0.0397035124871684,-0.266558231315353,0.109,0.119,1,"ZNF276","CD14 Mono"
0.0398948594869333,-0.398304760097701,0.114,0.123,1,"STK32C","CD14 Mono"
0.0407345999314069,-0.264428527518857,0.159,0.17,1,"TFE3","CD14 Mono"
0.0413996430269829,-0.396488988663802,0.176,0.183,1,"C7orf50","CD14 Mono"
0.041553815025933,-0.331540261236768,0.153,0.162,1,"TAZ","CD14 Mono"
0.0415758732992315,-0.264203048148543,0.228,0.236,1,"CHMP3","CD14 Mono"
0.0419396085410327,-0.285477305386467,0.259,0.265,1,"ZDHHC7","CD14 Mono"
0.0419839316636707,-0.546866869858161,0.237,0.239,1,"MCTP1","CD14 Mono"
0.0427005317060504,-0.331246752784602,0.263,0.267,1,"ARF3","CD14 Mono"
0.0429788211844209,-0.291832801447365,0.097,0.106,1,"DPP9","CD14 Mono"
0.043051439207027,-0.284593050549343,0.113,0.123,1,"WDFY1","CD14 Mono"
0.0433199761402873,-0.251628604415666,0.195,0.173,1,"AKR7A2","CD14 Mono"
0.0436948275707976,-0.343860470933756,0.184,0.194,1,"SUZ12","CD14 Mono"
0.0437479652066971,-0.370339765205335,0.186,0.195,1,"TRAPPC2L","CD14 Mono"
0.0442652741543269,-0.297779766108331,0.105,0.114,1,"TOB2","CD14 Mono"
0.0447817450726931,-0.377527969591058,0.139,0.148,1,"PIGBOS1","CD14 Mono"
0.0458665069406913,-0.345389011764167,0.138,0.148,1,"CYFIP2","CD14 Mono"
0.0460025574505563,-0.402980593125561,0.119,0.129,1,"ZNF33A","CD14 Mono"
0.0464269641353118,-0.314634406148476,0.11,0.119,1,"C1orf35","CD14 Mono"
0.0467451344185899,-0.267951458603,0.1,0.11,1,"CEP164","CD14 Mono"
0.0467524911191869,-0.281951254466798,0.216,0.223,1,"SNX1","CD14 Mono"
0.0472354854962697,-0.284544796293831,0.195,0.204,1,"STAU1","CD14 Mono"
0.0493068674266308,-0.313979442804877,0.123,0.132,1,"TRAFD1","CD14 Mono"
0.0498117649855482,-0.354024184290865,0.138,0.148,1,"VEZF1","CD14 Mono"
0.0517376485984673,-0.253198216654319,0.181,0.19,1,"PSMA3-AS1","CD14 Mono"
0.0528302057251871,-0.267640420670084,0.109,0.097,1,"PDE4D","CD14 Mono"
0.0528750894030666,-0.330414853077704,0.203,0.21,1,"COMMD7","CD14 Mono"
0.0535187112542725,-0.320035581737185,0.14,0.149,1,"ATG4B","CD14 Mono"
0.0544862915761346,-0.36236690670909,0.13,0.138,1,"COPS7A","CD14 Mono"
0.055406164674057,-0.318227094837156,0.121,0.131,1,"OTUD5","CD14 Mono"
0.0563307438768807,-0.353045867461226,0.123,0.132,1,"FURIN","CD14 Mono"
0.0568397949118646,-0.283833054254272,0.216,0.224,1,"DNAJC3","CD14 Mono"
0.0583181035440342,-0.317834647113804,0.121,0.131,1,"NCLN","CD14 Mono"
0.058931727874214,-0.337055476176455,0.115,0.124,1,"NELFB","CD14 Mono"
0.0589872635027642,-0.285877582661901,0.091,0.1,1,"MAGT1","CD14 Mono"
0.059283608198263,-0.33105622442058,0.092,0.101,1,"ACSF3","CD14 Mono"
0.0595222945040114,-0.311804488877258,0.211,0.188,1,"ALOX5AP","CD14 Mono"
0.059753481194852,0.466765820290303,0.203,0.188,1,"TUG1","CD14 Mono"
0.0605322560155758,-0.403227733810596,0.108,0.116,1,"ASB8","CD14 Mono"
0.0607993413756456,-0.362069184657523,0.145,0.153,1,"EFR3A","CD14 Mono"
0.0612171446747933,-0.389618053098028,0.102,0.111,1,"RDX","CD14 Mono"
0.0617904585530725,-0.327652234623832,0.155,0.162,1,"CYHR1","CD14 Mono"
0.0624474417332552,-0.299485517560105,0.126,0.136,1,"BCL2L13","CD14 Mono"
0.064722267407798,-0.378741794452195,0.16,0.168,1,"KRCC1","CD14 Mono"
0.064822870798231,-0.283583856434071,0.133,0.143,1,"PDPK1","CD14 Mono"
0.0654370056120175,-0.297969749636795,0.197,0.204,1,"TMF1","CD14 Mono"
0.0667310715501404,-0.277886612436549,0.159,0.167,1,"FEZ2","CD14 Mono"
0.0676064816530332,-0.319903362138874,0.301,0.3,1,"TSC22D4","CD14 Mono"
0.0680601525818576,-0.293568689490608,0.269,0.271,1,"UBE2E3","CD14 Mono"
0.0682439448839401,-0.371165129676447,0.205,0.21,1,"COMMD1","CD14 Mono"
0.0688005107870404,-0.27140367897503,0.136,0.122,1,"TAX1BP3","CD14 Mono"
0.0688808033869979,-0.361513264762718,0.093,0.102,1,"ZNF318","CD14 Mono"
0.0698702726480288,-0.301053769510122,0.198,0.203,1,"XAF1","CD14 Mono"
0.0702649349758363,-0.482745717122037,0.17,0.176,1,"MSRA","CD14 Mono"
0.0704414760936988,-0.308999107648527,0.208,0.215,1,"RAB6A","CD14 Mono"
0.0706482227940631,-0.267133298933169,0.127,0.136,1,"SRCAP","CD14 Mono"
0.0707982431466314,-0.258978474530788,0.103,0.112,1,"PPM1A","CD14 Mono"
0.0710662655052624,-0.259451501694848,0.192,0.198,1,"CD300C","CD14 Mono"
0.071362848339971,-0.337056063978847,0.092,0.101,1,"LTN1","CD14 Mono"
0.0715982800260974,-0.309243528109311,0.102,0.11,1,"ESYT1","CD14 Mono"
0.0722017788324986,-0.289565581220145,0.227,0.233,1,"TM9SF3","CD14 Mono"
0.0724023933737094,-0.3427015557102,0.094,0.102,1,"CDC14A","CD14 Mono"
0.0731472038681436,-0.391907452450195,0.133,0.141,1,"ANAPC13","CD14 Mono"
0.0733412492499672,-0.330749431797383,0.119,0.127,1,"CCDC6","CD14 Mono"
0.0735209992120385,-0.275180914225282,0.317,0.318,1,"CASP4","CD14 Mono"
0.0750396982874951,-0.355486090226693,0.124,0.132,1,"UPF1","CD14 Mono"
0.0763266259494084,-0.332763966614623,0.145,0.153,1,"SMARCD2","CD14 Mono"
0.0769989787260745,-0.262857755622701,0.101,0.11,1,"CD244","CD14 Mono"
0.0772575046209568,-0.406913840486383,0.118,0.126,1,"FBXL15","CD14 Mono"
0.0774833145127911,-0.316371137504396,0.211,0.217,1,"DEF8","CD14 Mono"
0.0779320556703682,-0.343459932477565,0.101,0.109,1,"LMF2","CD14 Mono"
0.0799930824494386,-0.269271842247279,0.184,0.19,1,"YIPF4","CD14 Mono"
0.0803812157205789,-0.269340323516044,0.133,0.12,1,"DMAC1","CD14 Mono"
0.0811244265018054,-0.282701979928813,0.209,0.215,1,"PITPNA","CD14 Mono"
0.0815623790670772,-0.34749255757028,0.282,0.281,1,"PSMF1","CD14 Mono"
0.0818308455667111,-0.404642424256078,0.114,0.122,1,"GMCL1","CD14 Mono"
0.0818857792884777,-0.316909336587468,0.189,0.195,1,"CABIN1","CD14 Mono"
0.083525391368781,-0.285509864935383,0.329,0.326,1,"CMTM3","CD14 Mono"
0.0835747418803157,-0.323660918395647,0.245,0.249,1,"IRF2","CD14 Mono"
0.0850117523360455,-0.286406518947672,0.154,0.162,1,"SURF4","CD14 Mono"
0.0867884453780131,-0.311685071357388,0.132,0.139,1,"REEP4","CD14 Mono"
0.0875048177496789,-0.315634340901876,0.095,0.103,1,"GOLM1","CD14 Mono"
0.0881060677839597,-0.502876259284415,0.111,0.117,1,"REPIN1","CD14 Mono"
0.0881687813865062,-0.281834452131066,0.124,0.132,1,"UTF1","CD14 Mono"
0.088400763701727,-0.396382186430846,0.094,0.101,1,"SLC31A1","CD14 Mono"
0.088426978975812,-0.379963257657441,0.095,0.102,1,"ING4","CD14 Mono"
0.0890135783455429,-0.306367475348899,0.277,0.277,1,"SPTLC2","CD14 Mono"
0.0914279053672599,-0.349202957859544,0.25,0.251,1,"HDGF","CD14 Mono"
0.0927965947336753,-0.294792599461999,0.128,0.136,1,"RNF40","CD14 Mono"
0.0943552703761725,-0.254035533446295,0.322,0.318,1,"R3HDM2","CD14 Mono"
0.095761935482058,-0.322030055486439,0.096,0.104,1,"KIAA1143","CD14 Mono"
0.0969489939093133,-0.2506886094315,0.179,0.187,1,"ITPK1","CD14 Mono"
0.0970565214913802,-0.301281493484651,0.114,0.121,1,"MAP2K7","CD14 Mono"
0.0970864775658182,-0.36360826918474,0.103,0.111,1,"MOSPD2","CD14 Mono"
0.098530486489543,-0.401051618559416,0.161,0.166,1,"TRADD","CD14 Mono"
0.0987614701070966,-0.300248110605344,0.221,0.227,1,"CARD19","CD14 Mono"
0.100244176008931,-0.337868323811277,0.1,0.107,1,"RFNG","CD14 Mono"
0.103469163342651,-0.34812899026104,0.134,0.14,1,"NOL12","CD14 Mono"
0.104064923997166,-0.318027741293532,0.109,0.117,1,"ZNF451","CD14 Mono"
0.105688458958157,-0.33011686863603,0.095,0.102,1,"RBM10","CD14 Mono"
0.105909088157221,-0.281203952958926,0.252,0.254,1,"ARL8A","CD14 Mono"
0.10718865672493,-0.465755234167596,0.107,0.113,1,"COASY","CD14 Mono"
0.10809968362453,-0.31508285999616,0.176,0.182,1,"TMEM141","CD14 Mono"
0.108618121802018,-0.260479060052316,0.29,0.288,1,"MAZ","CD14 Mono"
0.109568592744613,-0.277967098115522,0.362,0.354,1,"GIMAP1","CD14 Mono"
0.11069771660966,-0.300161464975124,0.28,0.279,1,"PDLIM2","CD14 Mono"
0.113028091075634,0.389292945657052,0.319,0.3,1,"DYNC1H1","CD14 Mono"
0.116476414743595,-0.496229476161768,0.166,0.171,1,"EGLN1","CD14 Mono"
0.116491466071995,-0.340710148569071,0.124,0.13,1,"SLC40A1","CD14 Mono"
0.116824616870894,-0.322420405641887,0.095,0.102,1,"PTAR1","CD14 Mono"
0.116899585950951,-0.264716065627398,0.2,0.205,1,"QSOX1","CD14 Mono"
0.118777807078414,-0.336441264716052,0.097,0.105,1,"SGTB","CD14 Mono"
0.118798641726404,-0.311973761206277,0.189,0.194,1,"CIAO1","CD14 Mono"
0.121713315144211,-0.417568991136292,0.1,0.106,1,"TOR3A","CD14 Mono"
0.123469301797914,-0.462979531507822,0.11,0.116,1,"MED8","CD14 Mono"
0.126466573787419,-0.312836127259271,0.224,0.227,1,"ELOVL1","CD14 Mono"
0.12658582259903,-0.44777828983844,0.387,0.376,1,"LITAF","CD14 Mono"
0.127473084521164,-0.32914043267888,0.119,0.127,1,"GALNT1","CD14 Mono"
0.127691774337722,-0.359793906423207,0.1,0.107,1,"ATG13","CD14 Mono"
0.12866348237952,-0.658697890507397,0.203,0.203,1,"PID1","CD14 Mono"
0.131218330907676,-0.299664514269366,0.194,0.199,1,"PARL","CD14 Mono"
0.132170001228825,-0.257201766028332,0.205,0.211,1,"ZNF655","CD14 Mono"
0.133316460858199,0.354223628125573,0.162,0.171,1,"TNFRSF10C","CD14 Mono"
0.134585216513177,-0.257727517834583,0.26,0.262,1,"MIER1","CD14 Mono"
0.135748100527838,-0.250582254812268,0.203,0.208,1,"PANK2","CD14 Mono"
0.136750136045545,-0.259487838471357,0.12,0.127,1,"ATXN10","CD14 Mono"
0.140162390240761,-0.374386365732949,0.097,0.104,1,"MAP1S","CD14 Mono"
0.140653888520232,-0.378570255427329,0.148,0.154,1,"UBE2G1","CD14 Mono"
0.142228446704422,-0.344480749165155,0.208,0.21,1,"LAIR1","CD14 Mono"
0.142297259243414,-0.302693684684006,0.193,0.197,1,"CCS","CD14 Mono"
0.142600066503973,-0.263213779545869,0.182,0.185,1,"P2RX1","CD14 Mono"
0.143275062184722,-0.429550999305659,0.298,0.295,1,"R3HDM4","CD14 Mono"
0.144307209190367,-0.546861442126098,0.184,0.185,1,"MAML2","CD14 Mono"
0.146581354645031,-0.302556553518432,0.136,0.142,1,"CD2BP2","CD14 Mono"
0.148005338338176,-0.256222288600695,0.167,0.176,1,"FCAR","CD14 Mono"
0.149804018924218,-0.359001833006362,0.098,0.104,1,"SGSM3","CD14 Mono"
0.150053421794457,-0.29815468840279,0.3,0.301,1,"RESF1","CD14 Mono"
0.151302272113869,-0.403602294470345,0.16,0.165,1,"TST","CD14 Mono"
0.151384331713912,-0.283520833810267,0.139,0.146,1,"FBP1","CD14 Mono"
0.154031615902757,-0.267481768951086,0.144,0.151,1,"GATAD1","CD14 Mono"
0.155813599413969,-0.356368643057213,0.193,0.197,1,"ST8SIA4","CD14 Mono"
0.16067362166629,-0.320170864831372,0.217,0.219,1,"CIR1","CD14 Mono"
0.163763928869051,-0.272523536310107,0.167,0.173,1,"LMO4","CD14 Mono"
0.164272398168251,-0.30523873453373,0.185,0.19,1,"TMBIM1","CD14 Mono"
0.164811027321037,-0.312506732992961,0.184,0.189,1,"GPR65","CD14 Mono"
0.165303564340655,0.284800532993761,0.219,0.206,1,"PIEZO1","CD14 Mono"
0.165967954559015,-0.252812481300377,0.266,0.266,1,"TXN2","CD14 Mono"
0.166573981145776,-0.346929186437557,0.163,0.169,1,"REEP3","CD14 Mono"
0.168840666931407,-0.287428822384953,0.108,0.114,1,"KIN","CD14 Mono"
0.170308176869813,-0.340675466950278,0.128,0.133,1,"PRPF38A","CD14 Mono"
0.171164190325141,-0.259489387489204,0.164,0.15,1,"VPS25","CD14 Mono"
0.171973439889832,-0.344902915042051,0.144,0.149,1,"TMUB2","CD14 Mono"
0.1761354110509,-0.402864227800906,0.22,0.221,1,"GYG1","CD14 Mono"
0.178049444599461,-0.279143062814116,0.108,0.114,1,"AC119396.1","CD14 Mono"
0.180186921755218,-1.14028366262558,0.486,0.447,1,"DPYD","CD14 Mono"
0.182600575392386,-0.262690697319106,0.119,0.109,1,"GPN3","CD14 Mono"
0.183127306528566,-0.446091476164557,0.106,0.111,1,"CALHM2","CD14 Mono"
0.184876574959608,-0.266370863278,0.172,0.176,1,"DELE1","CD14 Mono"
0.185597253297182,-0.769837602177041,0.328,0.316,1,"ACSL1","CD14 Mono"
0.185957119719376,-0.26619308420821,0.204,0.205,1,"CARD9","CD14 Mono"
0.186015506798109,-0.384634535063389,0.097,0.102,1,"ZNF22","CD14 Mono"
0.18628838110359,-0.28833875776273,0.129,0.134,1,"EBLN3P","CD14 Mono"
0.187686865625929,-0.372803864684755,0.131,0.136,1,"UBQLN2","CD14 Mono"
0.189250822795792,-0.264230486835601,0.232,0.232,1,"MXD4","CD14 Mono"
0.189975477763611,-0.448737286372318,0.112,0.117,1,"VRK3","CD14 Mono"
0.191587604665501,-0.314963330415416,0.117,0.123,1,"CPSF6","CD14 Mono"
0.192941546326604,-0.287651660075354,0.111,0.117,1,"MX1","CD14 Mono"
0.194282443162038,-0.304157381682403,0.114,0.104,1,"DEDD","CD14 Mono"
0.198205675794145,-0.278882747621027,0.125,0.131,1,"PTPN11","CD14 Mono"
0.202026246350915,-0.262395103670179,0.108,0.114,1,"POP4","CD14 Mono"
0.202138703140754,-0.251377106839968,0.197,0.2,1,"ITPRID2","CD14 Mono"
0.203281978321518,0.364487722842388,0.129,0.121,1,"USP36","CD14 Mono"
0.204984579815843,-0.321560311717026,0.157,0.162,1,"SDF2","CD14 Mono"
0.206857905097356,-0.284688394704724,0.165,0.17,1,"NBN","CD14 Mono"
0.207640074121155,-0.333073413908516,0.11,0.116,1,"NCBP2","CD14 Mono"
0.208110346937364,-0.274107040581209,0.237,0.237,1,"CD300A","CD14 Mono"
0.210408914617563,-0.342298088083805,0.195,0.195,1,"IMP3","CD14 Mono"
0.211766851660933,-0.278722350623675,0.121,0.126,1,"PI4KB","CD14 Mono"
0.213801126220975,0.282031128180423,0.183,0.172,1,"AMD1","CD14 Mono"
0.214807887624518,-0.414622612398187,0.463,0.431,1,"IRAK3","CD14 Mono"
0.215792061385736,-0.389574866698326,0.145,0.148,1,"C2orf68","CD14 Mono"
0.21753837870721,-0.267835975839204,0.1,0.104,1,"VIPR1","CD14 Mono"
0.218140651598642,-0.252383426974148,0.158,0.162,1,"NUTM2B-AS1","CD14 Mono"
0.218516532037108,-0.337038217004545,0.185,0.187,1,"HAUS4","CD14 Mono"
0.219156653236776,-0.273105468848475,0.126,0.132,1,"ATG5","CD14 Mono"
0.22793295094536,-0.360010935063033,0.116,0.12,1,"RRP36","CD14 Mono"
0.228142270877355,0.421191912417543,0.103,0.098,1,"PTCH2","CD14 Mono"
0.228489749269635,-0.252957510973862,0.323,0.32,1,"DPEP2","CD14 Mono"
0.230094200904236,-0.331630859636887,0.124,0.128,1,"PIGT","CD14 Mono"
0.230604557652638,-0.303793208335639,0.223,0.226,1,"IL2RG","CD14 Mono"
0.242302229921582,-0.296422655121056,0.113,0.118,1,"USP1","CD14 Mono"
0.244984048322539,-0.36062007299482,0.095,0.1,1,"ATXN7L3","CD14 Mono"
0.246987150313161,-0.34683798949549,0.106,0.111,1,"PLOD1","CD14 Mono"
0.251616832648493,-0.253529189919988,0.101,0.093,1,"EI24","CD14 Mono"
0.254701313322659,-0.289152539934634,0.126,0.131,1,"BRI3BP","CD14 Mono"
0.255451415987748,-0.416524766487674,0.152,0.155,1,"SMIM12","CD14 Mono"
0.258287765731852,-0.365929471881213,0.149,0.151,1,"SLC25A1","CD14 Mono"
0.264069407627993,0.414399162189583,0.113,0.107,1,"EDEM1","CD14 Mono"
0.279530771929217,-0.382436164004718,0.195,0.193,1,"RNF220","CD14 Mono"
0.279599603807755,-0.289857193652513,0.187,0.19,1,"DR1","CD14 Mono"
0.279834436407446,-0.452855428982757,0.135,0.139,1,"SIGLEC7","CD14 Mono"
0.280615564666075,-0.259564818287146,0.183,0.185,1,"CNOT8","CD14 Mono"
0.280731095643347,-0.252620334491482,0.207,0.207,1,"AATF","CD14 Mono"
0.284505597594563,-0.317783225838429,0.112,0.116,1,"EBPL","CD14 Mono"
0.291344611242647,-0.391333350682762,0.348,0.334,1,"ABTB1","CD14 Mono"
0.29344794672454,-0.400723451217093,0.108,0.112,1,"MOB2","CD14 Mono"
0.295473601364015,-0.272124254588544,0.369,0.351,1,"OXA1L","CD14 Mono"
0.295595444680729,-0.363667219625112,0.145,0.148,1,"ELOF1","CD14 Mono"
0.298644748408397,-0.520362282312379,0.107,0.111,1,"KATNBL1","CD14 Mono"
0.300317577259264,-0.29085212646408,0.134,0.139,1,"FPR2","CD14 Mono"
0.303058414757842,-0.260876546707465,0.133,0.124,1,"AASDHPPT","CD14 Mono"
0.306614582730175,-0.302925112216296,0.245,0.241,1,"TPST2","CD14 Mono"
0.308733770406061,-0.28314235696627,0.161,0.163,1,"PCIF1","CD14 Mono"
0.30889932602081,0.312463166811176,0.11,0.103,1,"PRKAG1","CD14 Mono"
0.310070511422589,-0.279654823097358,0.353,0.342,1,"PPP1CB","CD14 Mono"
0.314607906018483,-0.358337078352037,0.15,0.153,1,"USB1","CD14 Mono"
0.315237414762226,-0.252011302013142,0.23,0.228,1,"STAT2","CD14 Mono"
0.318083594753787,-0.288525437156262,0.139,0.142,1,"UBTF","CD14 Mono"
0.325971766809811,-0.554095502835775,0.107,0.111,1,"APMAP","CD14 Mono"
0.326950234835065,-0.275981579119099,0.102,0.105,1,"ZNF384","CD14 Mono"
0.327462686620132,-0.346750761528681,0.248,0.244,1,"TNFAIP8","CD14 Mono"
0.332247301007227,-0.285763037615146,0.169,0.172,1,"TMEM33","CD14 Mono"
0.337015032167012,-0.305352489852776,0.164,0.154,1,"TUSC2","CD14 Mono"
0.338781937770821,-0.293718898474902,0.128,0.13,1,"RBM15B","CD14 Mono"
0.342819781371207,-0.328745868398327,0.198,0.199,1,"PCMTD1","CD14 Mono"
0.352519871088749,-0.26725095170177,0.097,0.1,1,"COA1","CD14 Mono"
0.356536502371889,-0.352905510002373,0.124,0.126,1,"DCAF15","CD14 Mono"
0.363922883472954,-0.30469985700185,0.156,0.158,1,"CYB561D2","CD14 Mono"
0.365430067640108,-0.257606544994987,0.294,0.288,1,"RER1","CD14 Mono"
0.369355061508934,-0.324196390750519,0.152,0.153,1,"NUBP2","CD14 Mono"
0.369898566719835,-0.298973068272528,0.106,0.098,1,"MALSU1","CD14 Mono"
0.373876497819002,-0.272280945918867,0.179,0.18,1,"EPS15","CD14 Mono"
0.374263301637837,-0.304681246361369,0.15,0.152,1,"ZFPM1","CD14 Mono"
0.378737528949311,-0.26158951936459,0.262,0.259,1,"CARD8","CD14 Mono"
0.38228485878942,-0.299521985425656,0.106,0.11,1,"ST3GAL6","CD14 Mono"
0.382967212225356,-0.40568023022547,0.111,0.114,1,"TMEM43","CD14 Mono"
0.385802505953346,-0.289991975285201,0.128,0.12,1,"NRM","CD14 Mono"
0.39045409731592,-0.283245392066629,0.14,0.143,1,"THUMPD1","CD14 Mono"
0.3917798348504,-0.250221076723506,0.206,0.205,1,"GALK1","CD14 Mono"
0.39264033201002,-0.255683406439064,0.146,0.148,1,"MAP4","CD14 Mono"
0.394213519693826,-0.250038851693114,0.305,0.294,1,"RNPEP","CD14 Mono"
